"STATISTIC Label","Year","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Kildare","Euro","1015.57"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Kildare Town","Euro","857.44"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Athy, Kildare","Euro","727.47"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Castledermot, Kildare","Euro","766.25"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Celbridge, Kildare","Euro","1125.97"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Clane, Kildare","Euro","993.77"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Kilcock, Kildare","Euro","993.06"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Kilcullen, Kildare","Euro","917.57"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Kill, Kildare","Euro","1086.18"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Leixlip, Kildare","Euro","1152.76"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Maynooth, Kildare","Euro","1155.14"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Monasterevin, Kildare","Euro","780.26"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Naas, Kildare","Euro","1063.41"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Newbridge, Kildare","Euro","970.42"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Rathangan, Kildare","Euro","781.81"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Sallins, Kildare","Euro","1013.66"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Kilkenny","Euro","774.74"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Kilkenny City","Euro","793.67"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Callan, Kilkenny","Euro","831.31"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Castlecomer, Kilkenny","Euro","793.31"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Freshford, Kilkenny","Euro","791.01"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Kells, Kilkenny","Euro","874.76"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Thomastown, Kilkenny","Euro","731.35"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Laois","Euro","713.67"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Mountmellick, Laois","Euro","649.95"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Mountrath, Laois","Euro","664.1"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Portarlington, Laois","Euro","676.01"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Portlaoise, Laois","Euro","720.06"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Leitrim","Euro","540.36"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Carrick-On-Shannon, Leitrim","Euro","560.35"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Manorhamilton, Leitrim","Euro","501.02"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Limerick","Euro","792.96"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Limerick City","Euro","818.87"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Abbeyfeale, Limerick","Euro","542.6"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Annacotty, Limerick","Euro","923.45"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Castleconnell, Limerick","Euro","1034.99"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Castletroy, Limerick","Euro","951.89"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Corbally, Limerick","Euro","798.83"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Dock Road, Limerick","Euro","667.14"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Dooradoyle, Limerick","Euro","837.47"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Glen, Limerick","Euro",""
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Kilmallock, Limerick","Euro","616.58"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Newcastle West, Limerick","Euro","594.34"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Old Cratloe Road, Limerick","Euro","680.37"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Raheen, Limerick","Euro","826.42"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Longford","Euro","564.51"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Longford Town","Euro","543.03"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Ballymahon, Longford","Euro","539.07"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Edgeworthstown, Longford","Euro","557.95"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Newtownforbes, Longford","Euro","501.41"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Louth","Euro","825.62"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Ardee, Louth","Euro","800.3"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Drogheda, Louth","Euro","858.33"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Dundalk, Louth","Euro","762.01"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Louth Town","Euro",""
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Mayo","Euro","647.54"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Ballina, Mayo","Euro","619.59"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Ballinrobe, Mayo","Euro","642.78"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Ballyhaunis, Mayo","Euro","605.31"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Belmullet, Mayo","Euro","757.79"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Castlebar, Mayo","Euro","664.47"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Charlestown, Mayo","Euro","527.39"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Claremorris, Mayo","Euro","610.64"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Foxford, Mayo","Euro","605.8"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Swinford, Mayo","Euro","525.31"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Westport, Mayo","Euro","722.32"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Meath","Euro","898.18"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Ashbourne, Meath","Euro","1071.07"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Athboy, Meath","Euro","731.8"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Bettystown, Meath","Euro","937.83"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Clonee, Meath","Euro","1082.28"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Drogheda, Meath","Euro","998.18"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Duleek, Meath","Euro","927.12"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Dunboyne, Meath","Euro","1120.84"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Dunshaughlin, Meath","Euro","938.16"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Enfield, Meath","Euro","853.97"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Kells, Meath","Euro","731.19"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Laytown, Meath","Euro","885.02"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Navan, Meath","Euro","828.26"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Ratoath, Meath","Euro","1095.76"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Stamullen, Meath","Euro","1029.07"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Trim, Meath","Euro","799.25"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Monaghan","Euro","618.59"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Ballybay, Monaghan","Euro","535.38"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Carrickmacross, Monaghan","Euro","637.14"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Castleblayney, Monaghan","Euro","621.64"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Monaghan Town","Euro",""
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Offaly","Euro","692.6"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Banagher, Offaly","Euro","578.19"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Birr, Offaly","Euro","644.53"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Clara, Offaly","Euro","640.86"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Edenderry, Offaly","Euro","732.43"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Tullamore, Offaly","Euro","715.94"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Roscommon","Euro","621.76"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Roscommon Town","Euro","727.01"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Athlone, Roscommon","Euro","725.03"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Ballaghaderreen, Roscommon","Euro","541.06"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Boyle, Roscommon","Euro","543.48"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Castlerea, Roscommon","Euro","588.12"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Strokestown, Roscommon","Euro",""
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Sligo","Euro","640.28"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Sligo Town","Euro",""
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Ballinode, Sligo","Euro","860.36"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Ballisodare, Sligo","Euro","650.54"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Ballymote, Sligo","Euro","477.68"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Ballytivnan, Sligo","Euro","708.21"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Collooney, Sligo","Euro","643.79"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Lough Gill, Sligo","Euro","286.95"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Strandhill, Sligo","Euro","772.63"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Tubbercurry, Sligo","Euro","493.66"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Tipperary","Euro","673.26"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Tipperary Town","Euro","635.29"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Ballina, Tipperary","Euro","742.13"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Cahir, Tipperary","Euro","670.71"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Carrick-On-Suir, Tipperary","Euro","728.75"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Cashel, Tipperary","Euro","707.9"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Clonmel, Tipperary","Euro","710.28"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Fethard, Tipperary","Euro","675.67"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Nenagh, Tipperary","Euro","678.56"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Roscrea, Tipperary","Euro","612"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Templemore, Tipperary","Euro","582.21"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Thurles, Tipperary","Euro","602.08"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Waterford","Euro","683.91"
"RTB Average Monthly Rent Report","2008","All bedrooms","All property types","Waterford City","Euro","690.03"
